Unnamed: 0,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
464,2,Simba,8,1.0,3.0,1,2,1,2,1,1,50,41326,d718a8deb57887c6ee18b757484273c8,0,"Nama: Simba Breed: DSH x DLH Ubat Cacing: diberikan 2 kali Warna: Seperti gambar Jantina: Jantan Makan: IAM'S Kitten & Blackwood Kitten Nota: Diselamat dan diambil daripada seorang makcik yang tidak dapat menjaga kucing-kucing dia dengan baik. Dia cuba buang kucing ini di beberapa tempat dan telah buang beberapa kucing lain di berapa tempat tempat lain. Saya minta kucing ini untuk foster dan bantu dapatkan adopter dan mereka yang berminat untuk membela mereka. Saya ambil 4 ekor kucing daripada makcik tersebut yang mana masa tersebut amat kelaparan dan tidak lagi makan untuk hari berkenaan. Bau kucing2 itu amat hancing dan busuk dan ambil masa untuk mandikan kucing berkenaan. Setelah 2-3 kali mandi, alhamdullilah mereka telah bersih dan harum amat. Beberapa vitamin dan makanan berzat seperti Blackwood Kitten dan IAMS Kitten diberikan kepada mereka semua. Mereka telah berisi dan amat aktif.",4baa2968b,5.0,2,Golden,Yellow,White,Domestic Long Hair,Domestic Short Hair,Selangor
910,2,FiFi And OwOw,60,1.0,3.0,2,1,1,1,1,2,0,41401,71fe6739c03fd04114a170f783efcf22,0,"hai, i am looking for adopter for my 2 cats. one is burmese (name Fifi) and one is tabby (name Ow-Ow). i have to find a new owner for these two because i am pregnant and become allergic to cats. no fee required. just want a very loving and caring owner. i am at mont kiara area. please call me. urgent because i will move out within a week and hope can find a new owner for these two lovely cats as soon as possible. i will give the litter box as well. they both are well trained to pee/poo in the litter box. they love to eat tuna flavour kibbles. new loving owner pls call me. i will give a box of kibbles as well. must adopt both of them and pls do not separate them. they cant live without each other..",52db8f887,1.0,4,Black,Gray,White,Burmese,Tabby,Kuala Lumpur
1024,2,Cutey Kitties,2,3.0,,1,2,2,3,1,2,1,41401,6a0248993510b02efc3f0800c37a86f6,0,"2 kittens to be adopted: 1 female tabby; and 1 male light brown. The kittens are the third generation of the cat family. Playful and potty-trained. Need to let them go because I've already have two adult cats. Kitties currently reside in Gombak, Kuala Lumpur. Interested? Please text me via Whatsapp or SMS. Calls won't be entertained. Thankin' you in advance. :)",e01e4a2fb,5.0,2,Black,Brown,,Domestic Short Hair,Domestic Short Hair,Kuala Lumpur
690,2,"Putih, Oren, Manja",3,3.0,2.0,3,2,1,2,1,3,100,41326,3f5eaefa90b921547ce5fee57c6345f3,0,"Kitten Mix Persion for adoption for cats lover only. D.O.B : 23/6/ Toilet trained, playful and cute Food : Blackwood Whatsup me if interested",6c04edd3c,2.0,1,Black,Brown,White,British Shorthair,Calico,Selangor
1215,1,,2,3.0,2.0,1,2,2,2,1,6,0,41327,4e9f9a3804795b86c27dd86f7fe05029,0,"Puppies up for adoption.. Very tame, active, adorable~ Please give them a home~",beea1e1dd,2.0,4,Black,Brown,Yellow,Bullmastiff,Mixed Breed,Pulau Pinang
1189,2,Flower Kitty,1,2.0,2.0,2,2,2,2,1,1,0,41327,6da13b035133b30c45eeac4402d34982,0,"This kitty is very hyper active, though she is still a little baby, but will play with big cats and dogs and didnt even scare them, i found her at the playground near my house last week, at that time, she weight only gram...she still drinking milk, but start eat wet food email me if you are interest.. self pick thank you very much",6cdc6cab4,3.0,3,Black,Yellow,White,,,Pulau Pinang
846,1,,4,1.0,1.0,1,1,1,2,1,3,0,41401,8a555d2810aeaea6432d87335116b3f7,2,"I found this puppy and another 2 puppies gathered around Jln Selesa 1, Tmn Gembira KL. They were found deserted by someone for the whole week. I took care of them and had them had their 1st vaccination done. Looking for pet lovers who can adopt them (or either 1)",022b37ea0,7.0,1,Black,Brown,Cream,Mixed Breed,Mixed Breed,Kuala Lumpur
650,1,Feather,2,2.0,2.0,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Active and playful puppies. Looking for a goodhome. Size of maturity should be either small or medium size. No caging or chaining for long hour except for precautionary purposes. Commitment to spay is compulsory.,bec6cc26b,6.0,1,Black,Brown,White,Mixed Breed,Terrier,Selangor
111,2,3 Pretty & Friendly 5 Months Old Kittens,5,3.0,2.0,1,2,2,2,1,3,0,41326,efa9a4be1e2e903503540f01db1766f3,0,"3 friendly & playful 5 months old kittens for adoption. They are very curious kittens and will follow you around for company. Gentle, well behaved and cuddly . Location Bangi Selangor.",51741c1b7,2.0,3,Black,Golden,White,Domestic Short Hair,Domestic Short Hair,Selangor
31,1,ð°ð¾88ð¾ð°FattFatt,24,3.0,2.0,1,2,2,1,1,4,8,41326,dd4e471fd184fbb112238745f3bf8c75,0,"There is a pack of 4 dogs (2 males, 2 females....spayed) which I'd been feeding for over a year. They live in a bungalow construction site. Unfortunately, the project will be completing soon and rumors has it that the developer will get authority to catch and kill the dogs. These dogs are good guard dog. But once they get to know you (like me and my friends), they will turn friendly. They are a bunch of grateful doggies and playful too! Beautiful, healthy and intelligent😍 Best if can be adopt together (I know it's tough but I'm hoping a factory could accommodate them) or can be separated to individual adopter. NOTE: potential adopter MUST NOT cage or chain any dogs that adopt fr me Pls call, Angel. Dogs are located in Kota Kemuning Utama, Shah Alam. Pls give them a chance❤️",ef80d0222,4.0,3,Brown,Yellow,Cream,Mixed Breed,Terrier,Selangor
110,2,2 Playful Kittens,2,3.0,2.0,1,2,2,2,1,2,0,41326,98f959d5340d86f71ff3afd753ab4215,0,"Mother cat gave birth in my garden and I have been taking care of them since then. Both kittens are absolutely affectionate (manja). They will rush about in the morning meowing to greet you and send you all the way to your car! The male has a cute bobtail and will follow you everywhere just to be stroked and cuddled. The female has a longer tail and likes to be scratched. Both love to cuddle at your feet. They are both well-trained with cat litter. They are healthy, playful and intelligent (will look at your face and eyes and not just your hands :) They are about the size of a woman's hand and should grow up to be quite good looking for they have a lovely and elegant mum who looks like an Abyssinian mix with lovely green almond eyes. Anyone who can give them a loving home please contact me asap.",9e172ab13,4.0,1,Black,Golden,White,,,Selangor
179,2,Carmen Julius And Stefan,1,3.0,2.0,1,2,2,2,1,3,0,41326,4683fdfb21ab23a3c99e5bc52593bc66,0,The mother Josephine is an intelligent beautiful loving temperament adopted cat. These kittens are hers. They are 1 month old now and have begun to eat dry food and drink water. Carmen is female while Julius and Stefan are males. Looking for kind loving responsible masters.,eeaa5c53c,3.0,1,Black,Gray,White,Domestic Short Hair,Domestic Short Hair,Selangor
718,1,Da May & Xiao May,4,,2.0,2,1,1,2,1,2,0,41326,b6d8cb8933412e5e98587d6df64de1ac,0,Must adopt together,c1da8c2de,2.0,2,Black,Brown,,Mixed Breed,Mixed Breed,Selangor
435,2,Cherry,19,2.0,3.0,2,1,3,1,1,1,0,41326,f249f4781489bab5b1276cbec97c204e,0,"Name cherry. It has been adopted since 3 mths ago. I got the pet through pet finder. She is fat, she has bright green eyes and so adorable. Thank you very much Pang...for giving me a chance to have this adorable cherry.",13c4c2d4c,0.0,0,Black,Yellow,White,,,Selangor
945,2,Tiger,4,1.0,2.0,1,2,2,2,1,1,0,41401,08277d1064884f2722e8317c95dbabca,0,Found Tiger at a kopitiam in Bangsar. Shop owner notice that we were actively playing with him and suggested that we help find him a home. She was worried that no one looks out for Tiger when the shop closes. Tiger is very playful. Good companionship. Koji is also a friendly cat. Easily befriends other kittens.,4c2af85fe,3.0,3,Brown,Cream,White,Tabby,Domestic Short Hair,Kuala Lumpur
42,2,Kyle,3,1.0,2.0,1,2,2,2,1,1,0,41326,498a3034cb70c571be25f76c8b679f0c,0,"A very friendly, playful and ""petit"" kitten. Kyle is one male from a litter of 6. We are running out of space so all 6 have to be adopted and loved by you. The breed is Bengal (25%) + American Short Hair (25%) + DSH (50%) Colour is orange + Golden + light brown (lines) Best characteristics: He is so playful and would not mind being held and pet. He is the smallest in his litter, but also the most active. He has long and slightly crooked tail at the end. which makes it look like ""mata kail"" or ""fish hook"". Hence the name Kyle (Kail). :) Feeds on ProDiet kitten dry food + occasional ProDiet wet food + Goat's milk. Please check out my other kittens of the same litter.(Amy, sofi, Sherhan, Mika, Bino, Kyle) All have been kept indoors (free roaming) and have never been in contact with grass or other cats. SMS/Whatsapp ONLY.",30e900b4a,3.0,1,Golden,Yellow,Cream,Bengal,American Shorthair,Selangor
983,1,"Rose, Boo,Britt,Teddy",2,1.0,2.0,1,3,3,3,1,4,0,41401,7d70f839b2a85b6f08fe0145c846c4de,0,"We found theses puppies abandoned at Genting, we brought them down in hopes of putting them in a shelter but were told they were all full. We are putting them up at a friends place at the moment and are hoping someone will give them a loving home. They are really gentle and quiet and adorable. Please if you know the responsibilities of having a pet and are sure you can take good care of an animal do call us. We would like a small donation from you to show your sincerity which we will donate to an animal shelter. There are 2 males and 2 females. Please call and ask for Matthew.",ea3fe3286,1.0,1,Yellow,Cream,White,Mixed Breed,Labrador Retriever,Kuala Lumpur
1114,2,Cleopatra And Nefertiti,6,2.0,,1,1,1,1,1,2,0,41401,3e67677450cdcb34c08b345ccc6889ff,0,"These 2 playful sisters are full of character, love, curiosity and look as regal as their names. Unfortunately their owner is now under medication that causes sensitivity to cat hair and sadly has to give them away. Not only will these 2 beauties give you much fun and affection, they come with their favourite toy... their 'cat tree'! :) Please call to give the elegant duo their forever home.",a04923326,4.0,3,Brown,Golden,,Oriental Tabby,Oriental Short Hair,Kuala Lumpur
96,2,Curly,3,2.0,2.0,1,2,2,2,1,1,0,41326,a9caef3f98e67bfac9093cca79e20b93,0,Curly is a little trooper! A little shy at first she will soon be clambering all over you to play. She loves running around the house as all kittens do and has the sweetest personality. Curly and her siblings will be ready for adoption in one month. To reserve or more info please whatsapp,d7c661670,4.0,3,Brown,Golden,White,Domestic Short Hair,Domestic Medium Hair,Selangor
